fold,strategy,test_start,test_end,total_return,cagr,vol,sharpe,mdd,calmar,avg_turnover,mean_ppo_ratio,vix_high_threshold
8,Turnover_Aware_DD_Guard,2020-01-01,2020-12-31,-0.08552690320172529,-0.08552690320172529,0.15620206377470644,-0.495840623443125,-0.1577288568745019,-0.5422400497695573,0.20868008848632522,0.31582031250000003,17.665999603271487
8,Vol_Target_DD_Guard,2020-01-01,2020-12-31,-0.0932781865678396,-0.0932781865678396,0.15735197474094675,-0.5450483309920011,-0.1577288568745019,-0.5913831394977842,0.21927722181556777,0.20765050397191853,17.665999603271487
8,Regime_Tactical,2020-01-01,2020-12-31,-0.11673482539911517,-0.11673482539911517,0.17331630736748865,-0.6288974276604239,-0.1790753491334407,-0.6518754589283445,0.27467134221230133,0.1791666666666667,17.665999603271487
9,PPO_Only,2021-01-01,2021-12-31,0.10966577766651375,0.10966577766651375,0.09186865210060194,1.1799033359747146,-0.04492263543424313,2.4412142477045977,0.1520770079983484,1.0,23.16799926757813
9,A2C_Only,2021-01-01,2021-12-31,0.1563633294511122,0.1563633294511122,0.06504089577482797,2.2765537912540794,-0.020177857272487443,7.749253418712302,0.1692698536271464,0.0,23.16799926757813
9,Manual_PPO25_A2C75,2021-01-01,2021-12-31,0.14483824521929134,0.14483824521929134,0.06983459556392473,1.9794778020958668,-0.023277262189041914,6.22230587270164,0.1507757630405085,0.25,23.16799926757813
9,Manual_PPO50_A2C50,2021-01-01,2021-12-31,0.1332330124650667,0.1332330124650667,0.07612107455683953,1.6863328676674927,-0.0263834431522606,5.049872061662693,0.13853092711609613,0.5,23.16799926757813
9,Manual_PPO75_A2C25,2021-01-01,2021-12-31,0.1215037107712389,0.1215037107712389,0.08355757004483251,1.4171691123045604,-0.03520864622532949,3.4509623003859713,0.13956941787589902,0.75,23.16799926757813
9,Auto_RollingSharpe,2021-01-01,2021-12-31,0.13060302266524815,0.13060302266524815,0.07254735045296871,1.7336605992944754,-0.025494657016417843,5.122760529045104,0.16056127810510068,0.22184040620105785,23.16799926757813
9,Auto_DD_Guard_v1,2021-01-01,2021-12-31,0.13060302266524815,0.13060302266524815,0.07254735045296871,1.7336605992944754,-0.025494657016417843,5.122760529045104,0.16056127810510068,0.22184040620105785,23.16799926757813
9,Auto_DD_Guard_v2_Strong,2021-01-01,2021-12-31,0.13060302266524815,0.13060302266524815,0.07254735045296871,1.7336605992944754,-0.025494657016417843,5.122760529045104,0.16056127810510068,0.22184040620105785,23.16799926757813
9,Regime_DD_Guard,2021-01-01,2021-12-31,0.12968747977122863,0.12968747977122863,0.07661431363801476,1.6346001483976291,-0.02700549247050399,4.8022630919571725,0.16291038798208368,0.48515954282192647,23.16799926757813
9,Turnover_Aware_DD_Guard,2021-01-01,2021-12-31,0.13048088846818384,0.13048088846818384,0.07289068290563626,1.7243085568147731,-0.025494657016417843,5.117969948925291,0.1603597148480266,0.29448117791518985,23.16799926757813
9,Vol_Target_DD_Guard,2021-01-01,2021-12-31,0.13060302266524815,0.13060302266524815,0.07254735045296871,1.7336605992944754,-0.025494657016417843,5.122760529045104,0.16056127810510068,0.22184040620105785,23.16799926757813
9,Regime_Tactical,2021-01-01,2021-12-31,0.13556457118189114,0.13556457118189114,0.0747625583022469,1.7434720181730925,-0.025761664875883605,5.262259711669406,0.13983888595546748,0.45,23.16799926757813
10,PPO_Only,2022-01-01,2022-12-31,-0.11878595573872863,-0.11878595573872863,0.1520053023680499,-0.7577623326816939,-0.20341809966520563,-0.5839497858559869,0.22430632388321636,1.0,26.394000244140624
10,A2C_Only,2022-01-01,2022-12-31,0.013987157982613407,0.013987157982613407,0.10355482839906133,0.1805245414414747,-0.10949296139184928,0.12774481395709716,0.18282009225067486,0.0,26.394000244140624
10,Manual_PPO25_A2C75,2022-01-01,2022-12-31,-0.020126495876547912,-0.020126495876547912,0.11267258367778588,-0.12957720314443985,-0.13348138032362766,-0.15078129869312792,0.1639364314848897,0.25,26.394000244140624
10,Manual_PPO50_A2C50,2022-01-01,2022-12-31,-0.05369134869655967,-0.05369134869655967,0.12414355981416275,-0.3872460831454257,-0.15713862975663806,-0.34168141073720654,0.17510627581814764,0.5,26.394000244140624
10,Manual_PPO75_A2C25,2022-01-01,2022-12-31,-0.08659967222360476,-0.08659967222360476,0.13740702215786915,-0.5940390866005877,-0.18045055788797182,-0.47990803263333764,0.19906343102995736,0.75,26.394000244140624
